funded_amnt,funded_amnt_inv,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_d,,last_pymnt_amnt,acc_now_delinq,delinq_amnt,pub_rec_bankruptcies,tax_liens,disbursement_method,debt_settlement_flag,lable
15400,15014.56869,2,0.17,381.25,10,1,100000,2,2,1,2,2,21.71,0,34851,1,15,0,135954,0.46,29,1,22874.13079,22104.37,15399.99,7474.14,42156,115,409.97,0,0,0,0,1,1,1
18550,18336.38178,1,0.13,629.33,10,1,150000,3,2,1,5,14,8.33,0,33298,6,17,0,141348,0.12,54,1,22655.95472,22350.67,18550,4105.95,41395,113,677.58,0,0,0,0,1,1,1
25000,24925,1,0.11,822.74,10,1,79740,3,2,1,2,2,14.69,0,31533,0,7,0,77393,0.85,39,1,29619.86278,29531,25000,4619.86,41395,113,848.48,0,0,0,0,1,1,1
25000,24760.24826,1,0.13,843.63,10,1,95000,3,2,1,2,8,20.39,0,35034,4,15,0,40305,0.41,42,1,29971.85485,29634.45,25000,4971.86,41122,112,8071.64,0,0,0,0,1,1,1
25000,23170.96,1,0.19,916.95,6,1,65000,3,2,1,13,6,11.82,0,36008,5,11,0,10556,0.74,23,1,1833.9,1734.68,1047.01,783.97,40360,110,916.95,0,0,0,0,1,1,1
25000,24607.25145,1,0.14,857.11,10,1,165000,3,2,1,2,10,16.95,0,36008,7,18,0,13658,0.14,58,1,30857.52915,30353.62,25000,5857.53,41395,113,935.38,0,0,0,0,1,1,1
25000,24950,1,0.2,926.37,10,1,1440000,1,2,1,3,9,3.26,1,27942,0,13,0,154254,0.89,17,1,33352.1271,33285.42,25000,8352.13,41365,113,987.45,0,0,0,0,1,1,1
25000,25000,1,0.15,870.71,2,5,160000,3,2,1,3,2,20.39,0,37681,6,24,0,7820,0.14,49,1,27469.32776,27469.33,25000,2469.33,40603,111,7508.71,0,0,0,0,1,1,1
25000,24925,1,0.17,889.05,2,1,62000,3,2,1,7,12,14.32,0,37742,6,12,0,12494,0.3,25,1,27872.61816,27789,25000,2872.62,40575,111,39.49,0,0,0,0,1,1,1
25000,24800,1,0.19,912.27,7,5,77000,1,2,1,3,11,19.45,0,36130,4,9,0,11239,0.36,31,1,31078.6509,30830.02,25000,6078.65,40848,111,13760.42,0,0,0,0,1,1,1
25000,24476.53142,1,0.11,814,10,5,387840,1,2,1,2,8,5.9,0,34516,0,10,0,155905,0.73,55,1,28845.86988,28184.39,24999.99,3845.88,41030,112,9329.29,0,0,0,0,1,1,1
25000,24975,1,0.13,839.16,0,5,75000,1,2,1,3,9,22.91,0,31444,4,17,0,28896,0.68,36,1,30211.17993,30180.97,25000,5211.18,41365,113,903.41,0,0,0,0,1,1,1
25000,25000,1,0.16,879.85,10,1,276000,1,2,1,7,2,15.46,0,30348,1,15,0,287002,0.96,33,1,29210.45015,29210.45,25000,4210.45,40695,111,16895.22,0,0,0,0,1,1,1
25000,25000,1,0.13,839.16,10,1,80000,1,2,1,3,11,23.77,0,36465,4,11,0,36580,0.62,33,1,26726.9528,26726.95,25000,1726.95,40452,110,21702.12,0,0,0,0,1,1,1
25000,24523.10327,1,0.15,861.63,6,1,340000,1,2,1,2,9,6.74,0,28216,0,13,0,159843,0.61,30,1,31019.3243,30368.11,24999.98,6019.34,41334,113,880.51,0,0,0,0,1,1,1
25000,22655.10495,1,0.1,809.62,10,4,84000,1,2,1,13,4,16.77,0,28004,0,7,0,272481,0.1,13,1,29147.24744,26378.35,25000,4147.25,41334,113,873.94,0,0,0,0,1,1,1
25000,24716.18223,1,0.11,814,10,4,130000,3,2,1,13,2,20.94,0,32417,2,11,0,487589,0.12,31,1,29305.89551,28934.74,25000,4305.9,41334,113,857.98,0,0,0,0,1,1,1
25000,24485.97537,1,0.15,870.71,10,1,139000,1,2,1,13,12,16.16,0,35977,5,14,0,56909,0.5,26,1,31348.03538,30635.09,25000,6348.04,41334,113,883.66,0,0,0,0,1,1,1
25000,24234.20692,1,0.15,870.71,10,1,140000,1,2,1,13,13,23.81,0,32417,5,10,0,60048,0.8,23,1,30763.58188,29718.85,25000,5763.59,41030,112,9003.46,0,0,0,0,1,1,1
25000,22948.32145,1,0.15,870.71,8,1,141000,1,2,1,3,3,23.82,0,35400,0,9,0,259128,0.94,31,1,31347.78272,28581.72,25000,6347.79,41306,113,882.31,0,0,0,0,1,1,1
25000,24850,1,0.19,922.42,2,1,105000,1,2,1,2,5,19.81,0,36800,5,12,0,20622,0.76,39,1,31354.88554,31166.76,25000,6354.89,40817,111,13848.87,0,0,0,0,1,1,1
25000,24550,1,0.13,840.83,3,5,80000,3,2,1,15,14,12.97,0,38292,5,6,0,6999,0.29,10,1,26746.88839,26265.43,25000,1746.89,40422,110,21707.18,0,0,0,0,1,1,1
25000,24731.77444,1,0.15,870.39,0,1,150000,1,2,1,13,4,22.7,0,33208,0,8,0,248480,0.42,20,1,31335.9229,30962.66,25000,6335.92,41306,113,877.52,0,0,0,0,1,1,1
25000,24938.36124,1,0.18,900.53,5,1,285000,1,3,1,3,9,15.12,0,35674,0,17,0,165867,0.81,28,1,32420.39641,32337.56,25000,7420.4,41275,113,910.63,0,0,0,0,1,1,1
25000,24975,1,0.13,836.66,10,1,102000,3,3,1,3,9,23.74,0,31868,2,21,0,203460,0.61,41,1,30043.074,30013.03,24999.99,5043.09,41153,112,788.28,0,0,0,0,1,1,1
25000,24918.5332,1,0.19,918.02,10,1,69500,1,3,1,13,5,17.56,0,27791,3,30,0,190050,0.08,59,1,13014.24,12964.22,5575.48,3590.32,40452,110,918.02,0,0,0,0,1,1,1
25000,22382.63155,1,0.19,913.63,9,1,80000,1,3,1,13,12,11.64,0,34213,4,18,0,33761,0.38,39,1,19182.43,17683.5,8095.79,4679.07,40575,111,913.63,0,0,0,0,1,2,1
25000,19309.41844,1,0.13,840.83,0,1,80000,1,3,1,2,5,11.38,0,34425,0,8,0,111307,0.5,22,1,13453.28,12782.57,9932.23,3514.01,40634,111,840.83,0,0,0,0,1,1,1
25000,24856.69223,1,0.18,900.53,2,1,330000,3,3,1,10,2,13.19,0,29738,9,12,0,34731,0.89,22,1,29902.52643,29712.72,25000,4902.53,40603,111,16399.72,0,0,0,0,1,1,1
25000,24645.98193,1,0.19,913.63,10,1,125000,1,3,1,13,8,18.59,0,24838,2,14,0,182893,0.7,30,1,32891.32069,32342.33,25000,7891.32,41214,112,936.87,0,0,0,0,1,1,1
25000,24925,1,0.16,878.94,5,1,120000,3,3,1,13,2,20.15,0,31990,4,14,0,215175,0.35,22,1,28968.19067,28881.29,25000,3968.19,40544,111,17557.48,0,0,0,0,1,1,1
25000,24943.61351,1,0.21,940.14,9,1,287777,1,3,1,3,9,18.64,0,35490,9,16,0,18406,0.51,47,1,33845.71624,33758.29,24999.99,8845.72,41214,112,943.93,0,0,0,0,1,1,1
25000,24624.05754,1,0.13,840.83,3,4,46000,3,3,1,3,4,17.82,0,29160,2,9,0,50728,0.88,13,1,30269.88578,29767.2,25000,5269.89,41214,112,852.87,0,0,0,0,1,1,1
25000,23225,1,0.14,853.43,0,5,78000,1,3,1,3,2,16.28,0,35339,6,14,0,37879,0.57,36,1,1125,1045.1,0,0,,0,0,0,0,0,0,1,1,1
25000,24075,1,0.15,861.88,5,1,120000,3,3,1,4,4,0.24,0,38108,6,7,1,402,0.03,10,1,26176.82517,25208.29,25000,1176.83,40238,110,23592.41,0,0,1,0,1,1,1
25000,24525.09058,1,0.2,926.83,3,1,107700,3,3,1,3,1,20.28,0,35735,4,4,0,14858,0.99,24,1,28058.18297,27525.18,25000,3058.18,40360,110,12.99,0,0,0,0,1,1,1
25000,24600,1,0.12,828.35,0,4,250000,3,3,1,3,8,15.7,0,33055,0,19,0,290341,0.38,42,1,29820.53596,29343.41,25000,4820.54,41183,112,895.78,0,0,0,0,1,1,1
25000,24875,1,0.13,840.83,10,1,60000,3,3,1,3,12,13.18,0,34366,5,6,0,7262,0.43,33,1,27398.20735,27261.22,25000,2398.21,40422,110,12.18,0,0,0,0,1,1,1
25000,24900,1,0.2,926.83,10,1,110000,3,3,1,13,11,16.2,1,27851,0,28,0,144217,0.12,42,1,926.83,923.15,513.33,412.54,40118,109,926.83,0,0,0,0,1,1,1
25000,23126.32391,1,0.16,874.66,10,1,128000,3,3,1,3,2,21.02,1,31079,4,19,0,115152,0.54,55,1,31498.22911,29028.11,25000,6498.23,41214,112,876.36,0,0,0,0,1,1,1
25000,16764.18096,1,0.16,875.04,9,1,151000,3,3,1,3,12,12.96,0,33695,6,4,0,14672,0.98,31,1,19073.28,12535.06,13156.04,5383.85,40725,111,875.33,0,0,0,0,1,1,1
25000,17371.06503,1,0.16,878.94,10,1,245000,3,3,1,2,9,17.93,0,34394,6,14,0,181638,0.71,52,1,27729.87706,19266.18,25000,2729.88,40299,110,20710.14,0,0,0,0,1,1,1
25000,14926.66668,1,0.15,867.29,6,1,93000,3,3,1,5,3,1.69,1,34060,8,9,0,3073,0.1,25,1,2601.87,1554.86,1680.18,918.9,40118,109,867.29,0,0,0,0,1,1,1
25000,8900,1,0.13,836.66,2,5,92000,3,3,1,2,9,18.43,0,36800,4,16,0,40918,0.36,47,1,26007.73789,9258.88,25000,1007.74,40118,109,23499.93,0,0,0,0,1,1,1
25000,19632.10157,1,0.12,825.34,6,1,200000,3,3,1,13,13,4.85,0,25965,2,19,0,276570,0.06,30,1,29712.29743,22809.44,24999.98,4712.31,41091,112,864.37,0,0,0,0,1,1,1
25000,11820.98058,1,0.14,859.57,8,5,70000,3,3,1,3,9,14.61,0,34394,4,14,0,32168,0.49,27,1,30913.75322,14006.22,25000,5913.76,41030,112,2571.97,0,0,0,0,1,1,1
25000,7902.97,1,0.15,863.42,4,1,120000,3,3,1,5,13,24.18,0,36039,3,20,0,311616,0.8,31,1,28214.36264,8811.68,25000,3214.36,40299,110,18721.74,0,0,0,0,1,1,1
25000,9225,1,0.14,859.57,9,1,280000,3,3,1,10,13,5.58,0,32021,1,8,0,290291,,46,1,28452.00089,10498.79,25000,3452,40360,110,12301.03,0,0,0,0,1,1,1
25000,13359.70158,1,0.15,871.16,7,1,169000,3,3,1,13,12,0.61,0,32660,4,8,1,4066,0.46,20,1,31328.69253,15554.31,25000,6328.7,40940,112,2585.26,0,0,1,0,1,1,1
25000,9475.013738,1,0.18,898.55,2,5,55000,1,3,1,7,5,3.56,0,38777,5,6,0,5341,0.24,7,1,1797.1,680.41,1071.71,724.21,39965,109,898.55,0,0,0,0,1,1,1
25000,10650,1,0.17,890.68,1,1,200000,3,3,1,13,12,4.33,0,26665,9,18,0,12352,0.17,33,1,25702.39,10951.09,25000,702.39,39904,109,24813.06,0,0,0,0,1,1,1
25000,4505.684791,1,0.15,869.7,10,1,45000,3,4,1,3,11,13.73,0,31898,6,7,0,18840,0.55,14,1,4348.5,1197.34,2828.53,1516.17,39904,109,869.7,0,0,0,0,1,1,1
25000,8774.454165,1,0.15,869.7,0,5,132000,3,4,1,13,13,11.74,0,37530,7,12,0,20794,0.57,20,1,29383.61715,10312.79,25000,4383.62,40269,110,15481.58,0,0,0,0,1,1,1
25000,11228.39076,1,0.18,901.06,10,1,80000,1,4,1,3,10,12.99,1,34121,6,7,0,35251,0.84,33,1,30772.91441,13813.61,25000,5772.91,40360,110,13657.57,0,0,0,0,1,1,1
25000,11449.11603,1,0.14,850.44,8,1,110000,3,4,1,13,2,23.05,0,35735,1,11,0,238903,0.81,23,1,30615.98294,13420.75,25000,5615.98,40848,111,854.45,0,0,0,0,1,1,1
25000,6967.871103,1,0.15,869.7,4,1,200000,3,4,1,3,4,9.49,0,35065,5,18,0,54003,0.48,26,1,4502.53,1479.84,2247.15,1226.61,39873,109,869.7,0,0,0,0,1,1,1
10000,3228.89,1,0.12,330.53,7,5,90000,3,4,1,10,9,19.93,0,34182,8,27,0,35140,0.43,59,1,11898.70784,3675.99,9999.99,1898.72,40634,111,332.66,0,0,0,0,1,1,1
18000,5500,1,0.17,644.8,1,5,90000,3,4,1,3,9,25.59,0,34851,1,12,0,61915,0.86,35,1,23212.76066,7092.79,18000,5212.76,40634,111,665.31,0,0,0,0,1,1,1
22450,18925,1,0.18,807.8,9,1,170000,3,4,1,3,9,26.97,0,29921,0,46,0,119451,0.95,68,1,29080.6743,24514.56,22450,6630.67,40634,111,883.99,0,0,0,0,1,1,1
25000,21515.35,1,0.14,856.63,6,1,250000,1,4,1,10,14,19.09,0,29252,1,29,0,214559,0.64,55,1,30779.91765,26491.12,25000,5779.92,40544,111,137.06,0,0,0,0,1,1,1
25000,12450.00394,1,0.16,883.88,5,1,98000,1,4,1,5,9,3.12,0,34912,9,19,1,7005,0.39,24,1,25503.01,12692.21,7009.85,3582,39904,109,883.88,0,0,0,0,1,1,1
25000,3650.01031,1,0.12,830,9,1,185000,1,4,1,4,13,22.72,0,33786,4,11,0,226567,0.01,24,1,3770,550.42,2357.48,1412.52,39692,108,450,0,0,0,0,1,1,1
25000,3875.005866,1,0.1,811.27,4,1,700000,1,4,1,10,4,0.81,0,35855,1,22,0,200583,0.23,56,1,12980.32,2010.43,10158.93,2819.15,39995,109,811.27,0,0,0,0,1,1,1
25000,2997.14,1,0.14,848.99,4,5,72000,1,4,1,13,2,2.02,0,39114,1,6,0,7522,0.36,6,1,30563.50245,3654.65,25000,5563.5,40603,111,866.32,0,0,0,0,1,1,1
25000,3349.993224,1,0.14,852.87,8,1,156000,1,4,1,13,2,20.79,1,32203,0,10,1,188854,0,35,1,2780.06,371.8,1133.88,571.16,39539,108,852.87,0,0,1,0,1,1,1
25000,12274.99544,1,0.11,818.83,5,1,225000,1,4,1,3,2,12.66,0,35034,0,11,0,242194,0.56,49,1,20495.75,10057.07,16458.45,4036.93,40269,110,42.17,0,0,0,0,1,1,1
25000,300.0051736,1,0.12,830.84,4,5,105000,1,4,1,13,14,3.73,0,38657,2,2,1,1554,0.09,2,1,19562.86,234.5,14920.9,4187.96,40179,110,830.84,0,0,1,0,1,1,1
25000,102.57,1,0.11,815.87,2,1,86000,1,4,1,13,4,0.75,1,36251,8,6,0,2718,0.19,14,1,29371.14189,120.13,25000,4371.14,40544,111,816.96,0,0,0,0,1,1,1
20000,4075.005273,1,0.16,701.47,7,1,70000,1,4,1,3,1,13.94,0,35400,6,4,0,11346,1.03,14,1,5611.76,1141.06,3664.71,1943.43,39692,108,701.47,0,0,0,0,1,1,1
25000,3824.993774,1,0.18,902.06,5,1,350000,1,5,1,5,2,17.64,0,35186,14,17,0,44827,0.8,37,1,39473.92,6037.54,7537.97,4185.95,39814,109,902.06,0,0,0,0,1,1,1
25000,0,1,0.1,806.22,2,1,86000,1,5,1,13,4,0,1,36251,6,5,0,0,0,13,1,25207.51,0,25000,207.51,39448,108,25207.53,0,0,0,0,1,1,1
25000,474.9994689,1,0.14,851.41,1,1,320000,1,5,1,13,8,22.68,0,30926,0,19,0,407794,0.21,51,1,11068.33,210.09,7870.76,3197.05,39814,109,851.41,0,0,0,0,1,1,1
25000,1999.999836,1,0.15,866.76,2,1,185000,1,5,1,3,4,24.59,0,32874,7,24,0,245886,0.85,51,1,9167.6,731.24,5860.64,2803.46,39722,108,866.76,0,0,0,0,1,1,1
25000,1975,1,0.14,855.3,4,1,170000,1,5,1,13,9,20.2,0,33604,4,18,0,216959,0.45,34,1,30790.39749,2432.44,25000,5790.4,40513,110,861.14,0,0,0,0,1,1,1
25000,2650.00257,1,0.13,843.8,10,1,250000,1,5,1,13,8,25.03,0,30926,1,18,0,401941,0.21,50,1,10969.4,1160.13,7919.86,3045.73,39814,109,843.8,0,0,0,0,1,1,1
25000,4074.994723,1,0.16,882.39,2,1,120000,1,5,1,3,4,19.02,0,32994,5,17,0,121719,0.6,32,1,12535.85,2040.15,8227.56,4307.9,39845,109,982.78,0,0,0,0,1,1,1
25000,4480.49,1,0.16,878.44,0,4,105000,1,5,1,13,14,26.55,0,32721,0,15,0,78203,0.9,30,1,31623.4865,5666.24,25000,6623.49,40483,110,893.96,0,0,0,0,1,1,1
25000,3825.000185,1,0.12,836.23,2,1,82000,1,5,1,13,4,15.13,0,27942,4,20,0,43302,0.54,50,1,9198.53,1404.51,6672.72,2520.6,39722,108,836.23,0,0,0,0,1,1,1
25000,2450.002799,1,0.15,870.68,1,1,165000,1,5,1,13,4,13.35,1,32690,8,17,1,18538,0.47,43,1,14673.11,1436.8,9471.44,4415.71,39873,109,873.36,0,0,0,0,1,1,1
9550,800,1,0.15,332.6,2,1,270000,1,5,1,3,4,7.33,0,34274,5,17,0,107007,0.3,33,1,4298.89,359.91,2712.15,1278.42,39661,108,332.6,0,0,0,0,1,1,1
13750,825,1,0.17,489.61,3,1,500000,1,5,1,2,4,7.47,1,35674,2,29,0,168496,0.46,47,1,11093.3,665.39,7492.05,3295.07,39995,109,530.67,0,0,0,0,1,1,1
24975,24950,2,0.18,632.58,6,1,63000,3,1,1,15,4,12.48,0,35735,0,8,0,8095,0.5,14,1,33477.76759,33444.26,24975,8502.77,41395,113,17059.85,0,0,0,0,1,1,0
24950,9556.733196,1,0.13,845,5,3,160000,1,4,1,13,2,7.91,0,36678,5,12,0,16716,0.22,20,1,30419.9155,11031.87,24950,5469.92,40878,111,858.48,0,0,0,0,1,1,1
24925,24900,2,0.24,715.75,4,5,60000,3,1,1,2,4,17.74,0,38108,2,19,0,14265,0.99,26,1,37823.36996,37785.43,24925,12898.37,42095,115,6543.21,0,0,0,0,1,1,0
24925,24472.35242,2,0.17,623.08,10,1,117961,3,1,1,2,8,23.2,0,30895,0,11,0,79522,0.8,23,1,32400.16,31808.75,20220.13,12124.41,42461,116,623.08,0,0,0,0,1,1,1
24925,24900,2,0.12,554.32,8,1,45000,3,1,1,13,11,12.27,0,33025,4,5,0,254,0.07,9,1,24240.02,24215.86,14902.11,7422.69,42125,115,175,0,0,0,0,1,1,1
24925,23330.2343,2,0.19,650.56,7,4,54000,3,1,1,13,10,22.96,0,34700,2,6,0,656,0.09,23,1,34905.65614,31139.43,24925,9980.66,41671,114,16046.37,0,0,0,0,1,1,0
24925,24313.39968,2,0.13,572.63,2,5,50000,3,1,1,13,6,26.21,0,32843,5,14,0,16872,0.3,43,1,34357.11997,33247.58,24925,9432.12,42461,116,571.95,0,0,0,0,1,1,0
24800,24572.12184,2,0.14,580.53,7,5,95000,3,1,1,13,11,3.89,0,26481,0,3,0,1083,0.05,5,1,34831.79992,34509.94,24800,10031.8,42675,116,580.53,0,0,0,0,1,1,0
24800,24750,1,0.07,771.33,5,1,130000,3,1,1,5,4,13.71,0,34274,1,11,0,9025,0.19,23,1,27636.44819,27580.73,24800,2836.45,41671,114,6064.76,0,0,0,0,1,1,0
24800,24665.11075,1,0.13,829.97,8,1,87000,1,3,1,3,11,5.9,0,32933,0,5,0,0,0,21,1,29879.78251,29715.9,24800,5079.78,41275,113,882.81,0,0,0,0,1,1,0
24750,24725,1,0.14,848.54,6,5,49500,3,2,1,3,12,10.88,0,37865,2,6,0,12294,0.62,12,1,30408.87254,30378.16,24750,5658.88,41244,112,782.07,0,0,0,0,1,1,0
24750,1150,1,0.09,790.86,4,5,60000,1,5,1,3,9,0.82,0,37288,0,8,0,916,0.07,8,1,28482.75432,1323.44,24750,3732.75,40544,111,812.73,0,0,0,0,1,1,0
24700,24488.2496,2,0.18,621.59,10,1,63000,3,1,1,3,4,19.14,0,31168,1,10,0,13809,0.59,30,1,37199.86979,36747.08,24700,12499.87,42583,116,1447.65,0,0,0,0,1,1,0
20900,20875,2,0.17,518.19,6,5,45000,3,1,1,3,14,21.65,0,34060,1,4,0,5141,0.41,21,1,9644.88,9633.42,2377.35,2782.35,41061,112,518.19,0,0,0,0,1,1,1
24625,24600,2,0.22,680.96,7,1,69600,3,1,1,3,4,23.62,0,36800,1,11,0,19587,0.95,26,1,31696.9933,31664.81,24625,7071.99,41365,113,20810.26,0,0,0,0,1,1,0
24625,24625,2,0.15,581.32,2,1,48000,3,1,1,3,12,25.25,0,35612,2,7,0,34257,0.79,27,1,32714.8134,32714.81,24625,8089.81,41974,114,5711.47,0,0,0,0,1,1,0
13875,9225,1,0.18,504.13,10,5,84000,1,4,1,13,2,23.04,0,32752,3,13,0,24280,0.93,38,1,18069.3712,12013.69,13875,4194.37,40422,110,2448.29,0,0,0,0,1,1,0
24625,917.28,1,0.14,842.47,8,1,120000,1,5,1,2,9,12.81,0,34060,0,14,0,33698,0.91,24,1,30328.54577,1115.35,24625,5703.55,40513,110,845.47,0,0,0,0,1,1,0
24600,24575,2,0.13,555.83,10,1,43538,3,1,1,3,9,11.38,0,33359,2,20,0,17322,0.5,33,1,33349.76041,33315.87,24600,8749.76,42644,116,555.79,0,0,0,0,1,1,0
22700,22675,2,0.18,571.26,3,5,47000,3,1,1,3,4,14.94,0,35551,0,6,0,20951,0.86,25,1,30289.61142,30256.25,22700,7589.61,41640,114,15484.31,0,0,0,0,1,1,0
24600,24575,2,0.17,609.92,10,1,58000,3,1,1,3,8,12.68,0,36586,1,7,0,6520,0.46,25,1,36595.14005,36557.95,24600,11995.14,42522,116,609.86,0,0,0,0,1,1,0
24600,24575,2,0.19,631.93,9,1,110000,3,2,1,2,6,21.59,0,33451,3,7,0,3703,0.9,33,1,37915.54014,37877.01,24600,13315.54,42339,115,631.67,0,0,0,0,1,1,0
24575,24525,2,0.19,637.9,10,1,59000,3,1,1,2,1,19.75,0,34425,0,9,0,21151,0.64,25,1,25480.07,25428.34,11473.69,10808.2,41974,114,637.9,0,0,0,0,1,1,1
24575,24550,2,0.21,663.32,5,5,54600,3,1,1,3,9,22.99,0,32509,1,24,0,17997,0.61,51,1,7252.23,7244.89,2269.84,3690.86,41153,112,663.32,0,0,0,0,1,1,1
24575,24575,2,0.15,581.94,4,1,81996,3,1,1,3,9,16.82,0,36192,2,11,0,15384,0.46,39,1,32663.89627,32663.9,24575,8088.9,41791,114,13474.04,0,0,0,0,1,1,0
18225,18200,2,0.13,414.59,5,1,43200,3,1,1,7,12,0.67,0,39173,0,6,0,414,0.02,8,1,10295.4,10281.42,5613.19,3919.84,41456,113,50.94,0,0,0,0,1,1,1
24575,24325,2,0.13,565.35,10,1,100752,3,1,1,3,4,22.73,0,33270,0,15,0,36078,0.68,30,1,32570.69143,32239.35,24575,7995.69,41883,114,11092.87,0,0,0,0,1,1,0
24575,24575,2,0.17,617.25,3,5,84500,2,1,1,3,13,10.44,0,36495,2,10,1,12053,0.44,17,1,4132.11,4132.11,1331.15,1749.3,40817,111,617.25,0,0,1,0,1,1,1
24575,22267.63,2,0.18,617.52,10,1,84700,3,1,1,3,10,23.18,0,30621,2,18,0,55833,0.7,38,1,5623.17,5490.01,1890.13,2424.11,40878,111,617.52,0,0,0,0,1,1,1
24575,24525,2,0.1,526.64,10,1,75600,3,1,1,10,9,23.68,0,35370,0,8,0,60223,0.26,32,1,31558.36001,31494.15,24575,6983.36,42339,115,2593.16,0,0,0,0,1,1,0
24500,24475,2,0.21,661.3,4,5,85000,3,1,1,2,9,9.09,0,38078,0,6,0,19668,0.94,8,1,3998.52,3994.46,962.75,1679.05,41000,112,661.3,0,0,0,0,1,1,1
24500,24500,2,0.17,612.46,10,5,52000,3,1,1,3,9,13.85,0,36892,0,9,0,24514,0.95,19,1,36746.71477,36746.71,24500,12246.71,42705,117,611.57,0,0,0,0,1,1,0
24500,24225,2,0.19,639.46,5,1,60000,3,1,1,3,10,12.82,0,36130,0,8,0,19343,0.53,18,1,38367.54013,37936.88,24500,13867.54,42583,116,639.4,0,0,0,0,1,1,0
24500,24475,2,0.15,585.82,3,1,142000,3,1,1,3,8,11.7,0,32843,1,15,0,13256,0.29,28,1,27169.13159,27141.41,24500,2669.13,41000,112,22490.93,0,0,0,0,1,1,0
24500,24475,2,0.11,529.52,10,5,36000,3,1,1,7,12,2.5,0,34121,1,6,0,2685,0.21,24,1,31771.04977,31738.63,24500,7271.05,42461,116,529.36,0,0,0,0,1,1,0
24500,20490.09275,1,0.06,747.23,10,1,52000,3,2,1,5,8,5.52,0,34304,0,7,0,20296,0.33,13,1,26900.46475,22183.82,24500,2400.46,41640,114,751.97,0,0,0,0,1,1,0
15750,15411.1139,2,0.14,363.3,5,1,72996,2,2,1,3,8,22.43,0,35431,3,11,0,53146,0.79,23,1,20586.1113,19999.83,15750,4836.11,41456,113,8255.24,0,0,0,0,1,1,0
24500,24175,2,0.13,560.34,8,5,71004,3,2,1,3,9,9.48,0,33147,2,8,0,28006,0.76,30,1,32832.95626,32397.42,24500,8332.96,41730,114,8757.57,0,0,0,0,1,1,0
24500,22381.02344,1,0.11,802.01,2,1,275004,1,2,1,3,2,12.8,0,33390,1,16,0,116532,0.64,32,1,30768.27535,28135.72,24499.99,6229.64,41699,114,9566.15,0,0,0,0,1,1,0
24500,24500,1,0.18,889.44,10,1,92000,1,2,1,3,8,22.37,0,31017,1,18,0,50707,0.81,41,1,32020.52649,32020.53,24500,7520.53,41334,113,937.73,0,0,0,0,1,1,0
24500,24326.25786,1,0.14,835.55,10,5,84200,1,2,1,3,9,21.72,0,34943,0,9,0,33313,0.74,20,1,30080.86244,29864.39,24499.99,5580.87,41306,113,862.72,0,0,0,0,1,1,0
24500,24450,1,0.12,811.79,10,4,150000,1,3,1,6,9,13.42,0,28460,0,10,0,346,0.01,16,1,24741.88,24691.38,24500,241.88,40210,110,24742.37,0,0,0,0,1,1,0
5575,2150,1,0.12,185.74,4,5,175000,3,4,1,13,2,9.59,0,30164,1,7,1,4,0,11,1,6498.180074,2506.03,5575,923.18,40483,110,5.73,0,0,1,0,1,1,0
13075,5914.375975,1,0.11,430.92,10,5,92000,1,4,1,2,2,12.63,0,34213,0,8,0,27920,0.33,11,1,15512.80197,6812.38,13074.99,2437.81,40848,111,438.31,0,0,0,0,1,1,0
24500,2824.99887,1,0.13,820.91,2,1,120000,1,4,1,13,4,5.76,0,37347,3,17,0,23908,0.63,29,1,5102.85,585.48,2875.19,1253.98,39722,108,28.02,0,0,0,0,1,1,1
24500,1400.003985,1,0.12,809.78,1,1,147500,1,4,1,5,2,18.43,0,25965,12,8,0,247970,0.94,41,1,2454.84,139.24,1731.11,723.33,39722,108,26.58,0,0,0,0,1,1,1
24400,24150,1,0.09,774.78,6,1,90000,2,1,1,3,2,2.43,0,38808,0,5,0,2979,0.14,8,1,25573.14931,25311.13,24400,1173.15,41061,112,20928.16,0,0,0,0,1,1,0
24375,24350,2,0.18,613.41,11,1,48000,3,1,1,3,10,15.82,0,35490,0,5,1,8859,0.9,16,1,36804.51998,36766.77,24375,12429.52,42675,116,613.33,0,0,1,0,1,1,0
24375,24075,1,0.1,790.76,2,4,55000,3,1,1,2,2,22.52,0,33390,0,5,0,29705,0.61,11,1,28467.09681,28116.73,24375,4092.1,41730,114,805.5,0,0,0,0,1,1,0
18100,18075,2,0.24,519.76,7,1,120000,3,1,1,3,1,12.96,0,36617,3,7,0,31992,0.99,20,1,22206.82132,22176.15,18100,4106.82,41244,112,16499.75,0,0,0,0,1,1,0
24250,24225,2,0.19,624.27,10,1,46200,3,1,1,3,9,21.32,0,35796,0,9,0,18894,0.9,22,1,27152.43299,27124.44,24250,2902.43,41122,112,22786.16,0,0,0,0,1,1,0
24250,24225,2,0.24,699.18,1,1,108000,3,1,1,2,7,12.27,0,34639,2,8,0,17522,0.99,28,1,35626.81531,35590.09,24250,11376.82,41730,114,17453.87,0,0,0,0,1,1,0
24250,24200,2,0.19,629.46,10,5,54257,3,1,1,3,12,24,0,34274,2,8,0,19186,0.81,26,1,37765.50995,37687.64,24250,13515.51,42675,116,1256.83,0,0,0,0,1,1,0
